Author,OA_ID,unique_affiliation_count,all_china,some_china,some_usa,all_usa,all_countries,affiliation_display_name_2026,affiliation_id_2026,affiliation_country_2026,affiliation_display_name_2025,affiliation_id_2025,affiliation_country_2025,affiliation_display_name_2024,affiliation_id_2024,affiliation_country_2024,affiliation_display_name_2023,affiliation_id_2023,affiliation_country_2023,affiliation_display_name_2022,affiliation_id_2022,affiliation_country_2022,affiliation_display_name_2021,affiliation_id_2021,affiliation_country_2021,affiliation_display_name_2020,affiliation_id_2020,affiliation_country_2020,affiliation_display_name_2019,affiliation_id_2019,affiliation_country_2019,affiliation_display_name_2018,affiliation_id_2018,affiliation_country_2018,affiliation_display_name_2017,affiliation_id_2017,affiliation_country_2017,affiliation_display_name_2016,affiliation_id_2016,affiliation_country_2016,affiliation_display_name_2015,affiliation_id_2015,affiliation_country_2015,affiliation_display_name_2014,affiliation_id_2014,affiliation_country_2014,affiliation_display_name_2013,affiliation_id_2013,affiliation_country_2013,affiliation_display_name_2012,affiliation_id_2012,affiliation_country_2012,affiliation_display_name_2011,affiliation_id_2011,affiliation_country_2011,affiliation_display_name_2010,affiliation_id_2010,affiliation_country_2010,affiliation_display_name_2009,affiliation_id_2009,affiliation_country_2009,affiliation_display_name_2008,affiliation_id_2008,affiliation_country_2008,affiliation_display_name_2007,affiliation_id_2007,affiliation_country_2007,affiliation_display_name_2006,affiliation_id_2006,affiliation_country_2006,affiliation_display_name_2005,affiliation_id_2005,affiliation_country_2005,affiliation_display_name_2004,affiliation_id_2004,affiliation_country_2004,affiliation_display_name_2003,affiliation_id_2003,affiliation_country_2003,affiliation_display_name_2002,affiliation_id_2002,affiliation_country_2002,affiliation_display_name_2001,affiliation_id_2001,affiliation_country_2001,affiliation_display_name_2000,affiliation_id_2000,affiliation_country_2000,affiliation_display_name_1999,affiliation_id_1999,affiliation_country_1999,affiliation_display_name_1998,affiliation_id_1998,affiliation_country_1998,affiliation_display_name_1997,affiliation_id_1997,affiliation_country_1997,affiliation_display_name_1996,affiliation_id_1996,affiliation_country_1996,affiliation_display_name_1995,affiliation_id_1995,affiliation_country_1995,affiliation_display_name_1994,affiliation_id_1994,affiliation_country_1994,affiliation_display_name_1993,affiliation_id_1993,affiliation_country_1993,affiliation_display_name_1992,affiliation_id_1992,affiliation_country_1992,affiliation_display_name_1991,affiliation_id_1991,affiliation_country_1991,affiliation_display_name_1990,affiliation_id_1990,affiliation_country_1990,affiliation_display_name_1987,affiliation_id_1987,affiliation_country_1987,affiliation_display_name_1981,affiliation_id_1981,affiliation_country_1981,affiliation_display_name_1980,affiliation_id_1980,affiliation_country_1980
Yang Hao,A5111385619,22,False,True,True,False,Canada; China; Mexico; Qatar; United Kingdom; United States,Changsha University of Science and Technology,https://openalex.org/I56934997,China,Northwestern Polytechnic University,https://openalex.org/I99418890,United States,Northeastern University,https://openalex.org/I9224756,China,Baidu (China),https://openalex.org/I98301712,China,Zhangzhou Normal University,https://openalex.org/I9356336,China,Xi'an Jiaotong University,https://openalex.org/I87445476,China,Royal Military College of Canada,https://openalex.org/I51768193,Canada,SRC,https://openalex.org/I48697060,United States,Xi'an Jiaotong University,https://openalex.org/I87445476,China,Zhejiang University,https://openalex.org/I76130692,China,Texas A&M University at Qatar,https://openalex.org/I58152225,Qatar,Institute of Microelectronics,https://openalex.org/I4210119392,China,Lanzhou University,https://openalex.org/I76214153,China,Mississippi State University,https://openalex.org/I99041443,United States,Changchun University,https://openalex.org/I49232843,China,Zhejiang University,https://openalex.org/I76130692,China,Universidad de Londres,https://openalex.org/I4210160447,Mexico,Institute of Microelectronics,https://openalex.org/I4210119392,China,Air Force Medical University,https://openalex.org/I9916479,China,Universidad de Londres,https://openalex.org/I4210160447,Mexico,Queen Mary University of London,https://openalex.org/I166337079,United Kingdom,University of Birmingham,https://openalex.org/I79619799,United Kingdom,University College London,https://openalex.org/I45129253,United Kingdom,Queen Mary University of London,https://openalex.org/I166337079,United Kingdom,University College London,https://openalex.org/I45129253,United Kingdom,University of Birmingham,https://openalex.org/I79619799,United Kingdom,,,,Zhongshan Hospital,https://openalex.org/I4210127074,China,University of Bristol,https://openalex.org/I36234482,United Kingdom,University of Bristol,https://openalex.org/I36234482,United Kingdom,,,,,,,,,,,,,,,,,,,,,,,,,,,,British Nuclear Fuel Limited (United Kingdom),https://openalex.org/I4210134904,United Kingdom
Yang Yao,A5103898808,5,False,True,True,False,China; United States,,,,Chongqing Jiaotong University,https://openalex.org/I63371133,China,Lanzhou University,https://openalex.org/I76214153,China,Ministry of Industry and Information Technology,https://openalex.org/I890469752,China,Ministry of Industry and Information Technology,https://openalex.org/I890469752,China,Ministry of Industry and Information Technology,https://openalex.org/I890469752,China,ExxonMobil (United States),https://openalex.org/I923382979,United States,Ministry of Industry and Information Technology,https://openalex.org/I890469752,China,Ministry of Industry and Information Technology,https://openalex.org/I890469752,China,Harbin Institute of Technology,https://openalex.org/I204983213,China,Harbin Institute of Technology,https://openalex.org/I204983213,China,Harbin Institute of Technology,https://openalex.org/I204983213,China,Harbin Institute of Technology,https://openalex.org/I204983213,China,Harbin Institute of Technology,https://openalex.org/I204983213,China,Harbin Institute of Technology,https://openalex.org/I204983213,China,Harbin Institute of Technology,https://openalex.org/I204983213,China,Harbin Institute of Technology,https://openalex.org/I204983213,China,Harbin Institute of Technology,https://openalex.org/I204983213,China,Harbin Institute of Technology,https://openalex.org/I204983213,China,,,,Harbin Institute of Technology,https://openalex.org/I204983213,China,,,,Harbin Institute of Technology,https://openalex.org/I204983213,China,Harbin Institute of Technology,https://openalex.org/I204983213,China,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yao Yang,A5102228653,8,False,True,True,False,China; United States,,,,Institute of High Energy Physics,https://openalex.org/I4210137180,China,Tsinghua University,https://openalex.org/I99065089,China,Guizhou Electric Power Design and Research Institute,https://openalex.org/I4210145500,China,University of Chinese Academy of Sciences,https://openalex.org/I4210165038,China,Hubei University of Technology,https://openalex.org/I74525822,China,University of Chinese Academy of Sciences,https://openalex.org/I4210165038,China,Northeastern University,https://openalex.org/I9224756,China,East China Normal University,https://openalex.org/I66867065,China,,,,Tsinghua University,https://openalex.org/I99065089,China,Tsinghua University,https://openalex.org/I99065089,China,Tsinghua University,https://openalex.org/I99065089,China,Tsinghua University,https://openalex.org/I99065089,China,,,,,,,,,,,,,,,,,,,Drexel University,https://openalex.org/I72816309,United States,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yichang Zhang,A5013763116,9,False,True,True,False,China; United States,Qingdao Agricultural University,https://openalex.org/I146773158,China,Yalong Hydro (China),https://openalex.org/I4210127469,China,Sacred Heart Hospital,https://openalex.org/I4210108516,United States,Alibaba Group (United States),https://openalex.org/I4210095624,United States,Hubei University of Chinese Medicine,https://openalex.org/I205016115,China,Alibaba Group (China),https://openalex.org/I45928872,China,Alibaba Group (United States),https://openalex.org/I4210095624,United States,Tsinghua University,https://openalex.org/I99065089,China,,,,,,,,,,Beijing University of Posts and Telecommunications,https://openalex.org/I139759216,China,,,,Nanchang Hangkong University,https://openalex.org/I927504317,China,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yinger Zhang,A5008134938,1,True,True,False,False,China,,,,,,,,,,Zhejiang University,https://openalex.org/I76130692,China,Zhejiang University,https://openalex.org/I76130692,China,Zhejiang University,https://openalex.org/I76130692,China,Zhejiang University,https://openalex.org/I76130692,China,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yu Wan,A5102730714,5,True,True,False,False,China,Yulin University,https://openalex.org/I4210161995,China,Southeast University,https://openalex.org/I76569877,China,Chongqing Jiaotong University,https://openalex.org/I63371133,China,Chongqing Jiaotong University,https://openalex.org/I63371133,China,Chongqing Jiaotong University,https://openalex.org/I63371133,China,Chongqing Jiaotong University,https://openalex.org/I63371133,China,Southwest University,https://openalex.org/I142108993,China,Chongqing Jiaotong University,https://openalex.org/I63371133,China,Chongqing Jiaotong University,https://openalex.org/I63371133,China,Nanjing University,https://openalex.org/I881766915,China,Nanjing University,https://openalex.org/I881766915,China,Nanjing University,https://openalex.org/I881766915,China,Nanjing University,https://openalex.org/I881766915,China,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yuanzhi Zhu,A5011605104,9,False,True,False,False,China; Switzerland,Yunnan Forestry Vocational and Technical College,https://openalex.org/I4210131857,China,Yunnan Forestry Vocational and Technical College,https://openalex.org/I4210131857,China,Affiliated Hospital of Youjiang Medical University for Nationalities,https://openalex.org/I4210130692,China,Kunming University of Science and Technology,https://openalex.org/I10660446,China,Yuntianhua Group (China),https://openalex.org/I4210114800,China,École Polytechnique Fédérale de Lausanne,https://openalex.org/I5124864,Switzerland,Yuntianhua Group (China),https://openalex.org/I4210114800,China,Beihang University,https://openalex.org/I82880672,China,State Key Laboratory of Chemical Engineering,https://openalex.org/I4210156066,China,State Key Laboratory of Chemical Engineering,https://openalex.org/I4210156066,China,Lanzhou University,https://openalex.org/I76214153,China,State Key Laboratory of Chemical Engineering,https://openalex.org/I4210156066,China,State Key Laboratory of Chemical Engineering,https://openalex.org/I4210156066,China,,,,Wuhan University of Science and Technology,https://openalex.org/I43922553,China,,,,,,,,,,Wuhan University of Science and Technology,https://openalex.org/I43922553,China,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yuanzhong Xu,A5059281265,8,False,True,True,False,China; India; Italy; United States,,,,The University of Texas Health Science Center at Houston,https://openalex.org/I919571938,United States,The University of Texas Health Science Center at Houston,https://openalex.org/I919571938,United States,The University of Texas Health Science Center,https://openalex.org/I4210159031,,Brown Foundation,https://openalex.org/I4210136062,United States,Children's Nutrition Research Center at Baylor College of Medicine,https://openalex.org/I4210141908,United States,Children's Nutrition Research Center at Baylor College of Medicine,https://openalex.org/I4210141908,United States,The University of Texas Health Science Center at Houston,https://openalex.org/I919571938,United States,University of Verona,https://openalex.org/I119439378,Italy,The University of Texas Health Science Center at Houston,https://openalex.org/I919571938,United States,The University of Texas Health Science Center at Houston,https://openalex.org/I919571938,United States,Institute of Molecular Medicine,https://openalex.org/I4210146488,India,Brown Foundation,https://openalex.org/I4210136062,United States,Brown Foundation,https://openalex.org/I4210136062,United States,Huazhong University of Science and Technology,https://openalex.org/I47720641,China,Brown Foundation,https://openalex.org/I4210136062,United States,The University of Texas Health Science Center at Houston,https://openalex.org/I919571938,United States,University of Verona,https://openalex.org/I119439378,Italy,Central South University,https://openalex.org/I139660479,China,Central South University,https://openalex.org/I139660479,China,Central South University,https://openalex.org/I139660479,China,Central South University,https://openalex.org/I139660479,China,Central South University,https://openalex.org/I139660479,China,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yunfei Chu,A5111905144,6,False,True,True,False,China; United States,,,,Shandong Academy of Sciences,https://openalex.org/I4210142748,China,Jilin Electric Power Research Institute (China),https://openalex.org/I4210138151,China,Wenzhou University,https://openalex.org/I146620803,China,,,,,,,Donghua University,https://openalex.org/I181326427,China,,,,,,,,,,,,,Northwestern University,https://openalex.org/I111979921,United States,Northwestern University,https://openalex.org/I111979921,United States,Texas A&M University,https://openalex.org/I91045830,United States,Texas A&M University,https://openalex.org/I91045830,United States,Texas A&M University,https://openalex.org/I91045830,United States,Texas A&M University,https://openalex.org/I91045830,United States,Texas A&M University,https://openalex.org/I91045830,United States,Texas A&M University,https://openalex.org/I91045830,United States,Texas A&M University,https://openalex.org/I91045830,United States,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yuqin Wan,A5017645661,12,False,True,True,False,Canada; China; United States,,,,"China University of Petroleum, East China",https://openalex.org/I4210162190,China,Chongqing Jiaotong University,https://openalex.org/I63371133,China,University of Chinese Academy of Sciences,https://openalex.org/I4210165038,China,University of Chinese Academy of Sciences,https://openalex.org/I4210165038,China,,,,Harbin Engineering University,https://openalex.org/I151727225,China,Lanzhou Institute of Chemical Physics,https://openalex.org/I4210089297,China,National University of Defense Technology,https://openalex.org/I170215575,China,Tsinghua University,https://openalex.org/I99065089,China,Soochow University,https://openalex.org/I3923682,China,University of British Columbia,https://openalex.org/I141945490,Canada,Tsinghua University,https://openalex.org/I99065089,China,Tsinghua University,https://openalex.org/I99065089,China,Jiangnan University,https://openalex.org/I111599522,China,Donghua University,https://openalex.org/I181326427,China,,,,,,,University of Virginia,https://openalex.org/I51556381,United States,Donghua University,https://openalex.org/I181326427,China,Donghua University,https://openalex.org/I181326427,China,Donghua University,https://openalex.org/I181326427,China,Donghua University,https://openalex.org/I181326427,China,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yuqiong Liu,A5001634411,13,False,True,True,False,China; Singapore; United States,,,,Zhejiang University of Technology,https://openalex.org/I55712492,China,Luoyang Institute of Science and Technology,https://openalex.org/I72565114,China,Fourth Hospital of Hebei Medical University,https://openalex.org/I4210106405,China,Shantou University,https://openalex.org/I32574673,China,NOAA National Weather Service,https://openalex.org/I4210095787,United States,Zhejiang University of Technology,https://openalex.org/I55712492,China,First Affiliated Hospital of Zhengzhou University,https://openalex.org/I4210156804,China,First Affiliated Hospital of Zhengzhou University,https://openalex.org/I4210156804,China,NOAA Office of Water Prediction,https://openalex.org/I4387930233,United States,First Affiliated Hospital of Zhengzhou University,https://openalex.org/I4210156804,China,"University of Maryland, College Park",https://openalex.org/I66946132,United States,"University of Maryland, College Park",https://openalex.org/I66946132,United States,"University of Maryland, College Park",https://openalex.org/I66946132,United States,First Affiliated Hospital of Zhengzhou University,https://openalex.org/I4210156804,China,First Affiliated Hospital of Zhengzhou University,https://openalex.org/I4210156804,China,Riverside Technology (United States),https://openalex.org/I4210157613,United States,University of Science and Technology Beijing,https://openalex.org/I92403157,China,ShenZhen People’s Hospital,https://openalex.org/I4210105608,China,First Affiliated Hospital of Zhengzhou University,https://openalex.org/I4210156804,China,University of Arizona,https://openalex.org/I138006243,United States,University of Arizona,https://openalex.org/I138006243,United States,University of Arizona,https://openalex.org/I138006243,United States,University of Arizona,https://openalex.org/I138006243,United States,,,,,,,,,,,,,Nanyang Technological University,https://openalex.org/I172675005,Singapore,Nanyang Technological University,https://openalex.org/I172675005,Singapore,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Zekun Wang,A5055261249,1,True,True,False,False,China,,,,,,,,,,Peking University,https://openalex.org/I20231570,China,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Zeyu Cui,A5101250820,3,True,True,False,False,China,Southwest University,https://openalex.org/I142108993,China,Xi'an Jiaotong University,https://openalex.org/I87445476,China,Xi'an Jiaotong University,https://openalex.org/I87445476,China,Tsinghua University,https://openalex.org/I99065089,China,Tsinghua University,https://openalex.org/I99065089,China,Tsinghua University,https://openalex.org/I99065089,China,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Zhang Hang,A5062819361,11,False,True,False,False,Canada; China; Taiwan,,,,Xi'an Jiaotong University,https://openalex.org/I87445476,China,McGill University,https://openalex.org/I5023651,Canada,Huazhong University of Science and Technology,https://openalex.org/I47720641,China,Nanjing Medical University,https://openalex.org/I83519826,China,Nanjing University of Aeronautics and Astronautics,https://openalex.org/I9842412,China,Xi'an Jiaotong University,https://openalex.org/I87445476,China,Huazhong University of Science and Technology,https://openalex.org/I47720641,China,Nanjing University of Aeronautics and Astronautics,https://openalex.org/I9842412,China,Xi'an Jiaotong University,https://openalex.org/I87445476,China,Xi'an Jiaotong University,https://openalex.org/I87445476,China,Xi'an Jiaotong University,https://openalex.org/I87445476,China,Xi'an Jiaotong University,https://openalex.org/I87445476,China,Xi'an Jiaotong University,https://openalex.org/I87445476,China,Xi'an Jiaotong University,https://openalex.org/I87445476,China,Nanjing Medical University,https://openalex.org/I83519826,China,Xi'an Jiaotong University,https://openalex.org/I87445476,China,Xi'an Jiaotong University,https://openalex.org/I87445476,China,Southwest Jiaotong University,https://openalex.org/I4800084,China,Changsha University of Science and Technology,https://openalex.org/I56934997,China,Central South University,https://openalex.org/I139660479,China,Xi'an Jiaotong University,https://openalex.org/I87445476,China,Ling Tung University,https://openalex.org/I145935303,Taiwan,Nanjing Normal University,https://openalex.org/I152031979,China,Xi'an Jiaotong University,https://openalex.org/I87445476,China,,,,,,,,,,,,,,,,,,,,,,,,,,,,Beijing University of Posts and Telecommunications,https://openalex.org/I139759216,China,,,,,,,,,,,,,,,
Zhangping Fu,A5055194387,2,True,True,False,False,China,,,,Xian Yang Central Hospital,https://openalex.org/I4210145099,China,,,,Peking University,https://openalex.org/I20231570,China,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Zhaohai Li,A5112985512,1,True,True,False,False,China,,,,,,,,,,Alibaba Group (China),https://openalex.org/I45928872,China,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Zheng Yuan,A5020682113,14,False,True,True,False,China; Taiwan; United States; Vietnam,Jiyang College of Zhejiang A&F University,https://openalex.org/I4210126248,China,Bohai University,https://openalex.org/I97009856,China,Bohai University,https://openalex.org/I97009856,China,Xinjiang University,https://openalex.org/I96908189,China,Tsinghua University,https://openalex.org/I99065089,China,Tsinghua University,https://openalex.org/I99065089,China,Tsinghua University,https://openalex.org/I99065089,China,University of America,https://openalex.org/I168959743,United States,Allen Institute for Artificial Intelligence,https://openalex.org/I4210156221,United States,Guangdong Academy of Agricultural Sciences,https://openalex.org/I4210099004,China,Guangdong Academy of Agricultural Sciences,https://openalex.org/I4210099004,China,Realtek (Taiwan),https://openalex.org/I901624438,Taiwan,Shanghai University,https://openalex.org/I113940042,China,Guangdong Academy of Agricultural Sciences,https://openalex.org/I4210099004,China,,,,Guangdong Teachers College of Foreign Language and Arts,https://openalex.org/I4402553993,China,Huawei Technologies (United States),https://openalex.org/I4210146936,United States,,,,,,,Zhongyuan University of Technology,https://openalex.org/I132586189,China,Zhongyuan University of Technology,https://openalex.org/I132586189,China,,,,Hanoi Open University,https://openalex.org/I4210091958,Vietnam,,,,,,,Tân Tạo University,https://openalex.org/I4210141097,Vietnam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Zhenru Zhang,A5032572801,2,False,True,True,False,China; United States,,,,,,,Sacred Heart Hospital,https://openalex.org/I4210108516,United States,,,,Alibaba Group (China),https://openalex.org/I45928872,China,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Zhibo Yang,A5052757063,3,False,True,True,False,China; United States,,,,Xi'an Jiaotong University,https://openalex.org/I87445476,China,"University of California, Berkeley",https://openalex.org/I95457486,United States,"University of California, Berkeley",https://openalex.org/I95457486,United States,"University of California, Berkeley",https://openalex.org/I95457486,United States,,,,Dalian University of Technology,https://openalex.org/I27357992,China,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Zhifang Guo,A5114164809,4,False,True,False,False,Australia; China,,,,Shijiazhuang Tiedao University,https://openalex.org/I90090648,China,James Cook University,https://openalex.org/I86467917,Australia,James Cook University,https://openalex.org/I86467917,Australia,James Cook University,https://openalex.org/I86467917,Australia,James Cook University,https://openalex.org/I86467917,Australia,James Cook University,https://openalex.org/I86467917,Australia,Monash University,https://openalex.org/I56590836,Australia,Monash University,https://openalex.org/I56590836,Australia,Monash University,https://openalex.org/I56590836,Australia,,,,Hainan Normal University,https://openalex.org/I152033890,China,Hainan Normal University,https://openalex.org/I152033890,China,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Zhihao Fan,A5078689432,7,False,True,True,False,China; United States,,,,The University of Texas at Austin,https://openalex.org/I86519309,United States,Alibaba Group (China),https://openalex.org/I45928872,China,Tetra Tech (United States),https://openalex.org/I926333354,United States,Fudan University,https://openalex.org/I24943067,China,South China University of Technology,https://openalex.org/I90610280,China,South China University of Technology,https://openalex.org/I90610280,China,Fudan University,https://openalex.org/I24943067,China,University of International Relations,https://openalex.org/I67636235,China,,,,,,,,,,,,,,,,,,,,,,Hangzhou Dianzi University,https://openalex.org/I50760025,China,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Zhipeng Zhou,A5101531952,6,False,True,True,False,China; United States,Fujian Provincial Hospital,https://openalex.org/I4210143087,China,Zhejiang University,https://openalex.org/I76130692,China,Fu Wai Hospital,https://openalex.org/I4210161896,China,Cardiovascular Research Foundation,https://openalex.org/I4210144653,United States,Southern Medical University,https://openalex.org/I58200834,China,State Key Laboratory of Cardiovascular Disease,https://openalex.org/I4391767941,China,State Key Laboratory of Cardiovascular Disease,https://openalex.org/I4391767941,China,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Zihan Qiu,A5083808534,5,False,True,True,False,China; United States,,,,Xi'an Jiaotong University,https://openalex.org/I87445476,China,Xi'an Jiaotong University,https://openalex.org/I87445476,China,Xi'an Jiaotong University,https://openalex.org/I87445476,China,Zhejiang Gongshang University,https://openalex.org/I75059550,China,First Affiliated Hospital of Shantou University Medical College,https://openalex.org/I4210115239,China,Kent State University,https://openalex.org/I149910238,United States,Kent State University,https://openalex.org/I149910238,United States,Beijing Jingshida Electromechanical Equipment Research Institute,https://openalex.org/I4210120144,China,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Zong‐Ming Cheng,A5037196765,3,False,True,True,False,China; United States,,,,University of Tennessee at Knoxville,https://openalex.org/I75027704,United States,,,,University of Tennessee at Knoxville,https://openalex.org/I75027704,United States,University of Tennessee at Knoxville,https://openalex.org/I75027704,United States,University of Tennessee at Knoxville,https://openalex.org/I75027704,United States,University of Tennessee at Knoxville,https://openalex.org/I75027704,United States,University of Tennessee at Knoxville,https://openalex.org/I75027704,United States,University of Tennessee at Knoxville,https://openalex.org/I75027704,United States,University of Tennessee at Knoxville,https://openalex.org/I75027704,United States,University of Tennessee at Knoxville,https://openalex.org/I75027704,United States,University of Tennessee at Knoxville,https://openalex.org/I75027704,United States,University of Tennessee at Knoxville,https://openalex.org/I75027704,United States,Nanjing Agricultural University,https://openalex.org/I119454577,China,University of Tennessee at Knoxville,https://openalex.org/I75027704,United States,University of Tennessee at Knoxville,https://openalex.org/I75027704,United States,University of Tennessee at Knoxville,https://openalex.org/I75027704,United States,University of Tennessee at Knoxville,https://openalex.org/I75027704,United States,University of Tennessee at Knoxville,https://openalex.org/I75027704,United States,University of Tennessee at Knoxville,https://openalex.org/I75027704,United States,University of Tennessee at Knoxville,https://openalex.org/I75027704,United States,University of Tennessee at Knoxville,https://openalex.org/I75027704,United States,University of Tennessee at Knoxville,https://openalex.org/I75027704,United States,University of Tennessee at Knoxville,https://openalex.org/I75027704,United States,,,,,,,North Dakota State University,https://openalex.org/I57328836,United States,North Dakota State University,https://openalex.org/I57328836,United States,,,,,,,North Dakota State University,https://openalex.org/I57328836,United States,North Dakota State University,https://openalex.org/I57328836,United States,,,,,,,,,,,,,,,,,,,,,,,,
